wikibase_lexeme	wikibase_statement	lila_id	wikidata_lexeme
L102443	L102443-1C7E76BE-365B-4AA9-B2C5-5C167D9A1AA9	lemma/127039	L285898
L102444	L102444-83BB70E0-1B54-4AC9-9EF3-94CF994A7765	lemma/127039	L285898
L102445	L102445-03111194-A976-4B18-9E01-EECF6835A554	lemma/127040	L285899
L102447	L102447-87D70C7A-AC43-42E0-BAC0-AADA7E5E0D28	lemma/127042	L285900
L102448	L102448-995EF8BD-752E-4AE5-BE8B-37B7F4C5ADB7	lemma/127044	L285901
L102452	L102452-6862F922-2BD1-48DB-87DD-4E1AF934C146	lemma/127051	L1068478
L102454	L102454-78014D3E-CF25-4573-8D69-62C4BD72A00C	lemma/127053	L285904
L102455	L102455-63145C39-E1B5-4971-9803-97242B5B8A81	lemma/127055	L1068481
L102457	L102457-11DF5E60-0489-4A9F-8453-144543ED7EFC	lemma/127063	L285910
L102459	L102459-69822A24-EE5A-4FE5-8673-BADA71845119	lemma/127069	L1068489
L102460	L102460-1F48715F-0619-45B4-B7AD-17A51427D451	lemma/127070	L1068490
L102461	L102461-97BDDDFD-5D00-4C8A-8B8B-B06B3A7C1E20	lemma/127073	L285914
L102463	L102463-C68DB9D4-79A9-47AB-AC17-066F90F073D7	lemma/127079	L285925
L102464	L102464-CBFA8FDC-53AB-425D-9D97-6CABD92EAFFE	lemma/127087	L285926
L102465	L102465-5030E656-B18F-4B3F-BC9C-20546EE61498	lemma/127089	L285927
L102466	L102466-D8C49BF7-6463-414F-ADB3-B2295C75B1A4	lemma/127092	L285928
L102467	L102467-87BEBC4A-7665-4B7F-BDAC-11BC701103EC	lemma/127095	L285929
L102468	L102468-92AF3BEC-63F7-4D10-9D73-3DE0A732D439	lemma/126307	L285930
L102474	L102474-BFD93B0D-E387-41AA-BCC2-F7948F0FA9D0	lemma/126307	L285930
L102475	L102475-F82CCAFE-0230-46C4-98E4-DED5C42C8384	lemma/126307	L285930
L102476	L102476-CA5F85E4-ED0B-496C-AF73-4A752A24C06D	lemma/126307	L285930
L102479	L102479-86E8C8B8-4523-4053-8D11-4DD984A1C221	lemma/126315	L285585
L102482	L102482-16C0BEEE-18E5-4585-85E2-A93F30498C14	lemma/127103	L285944
L102483	L102483-7476B591-EE5E-4C92-919B-DEA48B7C807B	lemma/127103	L285944
L102485	L102485-1F44CE96-3C9A-4704-A59B-15DA733CB607	lemma/127111	L285947
L102486	L102486-65C758C3-4EDC-4B6E-BDFC-BFF4327458BF	lemma/127106	L285945
L102488	L102488-0D573811-903F-438B-8264-E5C60B618449	lemma/127111	L285947
L102489	L102489-3B936596-0B33-47DF-97CC-EB97B223CE60	lemma/127115	L285948
L102491	L102491-FC62A034-8CB3-4BD6-9397-C300324E5B6A	hypolemma/43614	L285951
L102492	L102492-89F41133-080C-488C-9741-6ECC3CC9AABD	lemma/127497	L285952
L102493	L102493-7F735250-34D8-498C-9C98-44BF7E68A780	lemma/127124	L285953
L102494	L102494-1DECD28D-450C-4198-B43A-116D48F3189F	lemma/127125	L285954
L102495	L102495-D3F8834A-25A9-4AB0-A90C-559801C3DCBD	hypolemma/43604	L285955
L102496	L102496-357F78A7-4D6A-416D-9101-A42EAEF88CFB	lemma/127130	L285958
L102497	L102497-18ED65DE-A670-4F89-A4FF-DB4F3F6A0899	lemma/127129	L285956
L102498	L102498-3398F44A-1C84-4339-A412-68AD95475E76	lemma/127130	L285958
L102499	L102499-E68B5699-E68F-456E-B5A2-5AB0D38606F0	lemma/127131	L285957
L102500	L102500-89EA576D-D45E-40AF-9549-B624A162CA2A	lemma/127132	L285959
L102501	L102501-753860FE-8FE6-47DC-BF92-15007FA2CB4F	lemma/127134	L285960
L102502	L102502-363D003A-AC97-47C0-ABDB-5C21E8A609D0	lemma/127498	L285961
L102503	L102503-F72A6E20-2D53-40E4-8EE2-9CBD7D30ADE5	lemma/127138	L285962
L102504	L102504-2AA97D9B-6C50-4931-9F7D-853E183494B5	lemma/127139	L285963
L102505	L102505-77F81E02-DEA2-4821-9A44-2DBDD974FC0E	lemma/127140	L285964
L102507	L102507-59C7187A-5239-46FE-8736-E94B0CAEF8E9	lemma/127143	L1068541
L102508	L102508-99E1FAFC-FA4D-48B3-BBE0-3668898F4E31	lemma/127144	L1068542
L102509	L102509-5A1E2884-FECC-408B-8A23-07A64A6A7F4D	lemma/127146	L285967
L102510	L102510-02D5679D-BB58-4CB9-83B1-44CAA8556F95	lemma/127147	L285968
L102511	L102511-2ADC49E6-0911-407D-BB9C-B40C302BFD1C	lemma/127148	L285969
L102512	L102512-F7B99C88-6E45-4DBE-AD73-F63AD701051A	lemma/127152	L285974
L102514	L102514-85675DDA-19AB-4E65-9280-348A2BBC28FC	lemma/124477	L285978
L102515	L102515-677A3E1F-16DA-40E7-83AC-4D42AC2CDF9F	lemma/127155	L285979
L102516	L102516-8D3646FB-7E7C-4D2B-B58B-91DDAE88D6DC	lemma/127157	L285980
L102517	L102517-E538696A-36A0-49F0-9CA0-1ECC3DC011AE	lemma/127158	L285981
L102519	L102519-70C2EF01-7BBD-4398-B727-D477CB49E99B	lemma/127163	L1068549
L102520	L102520-E2BC37E0-9709-4F24-B003-D6ED027592CF	lemma/127164	L1068550
L102521	L102521-F6C8595A-4DC8-406B-B12B-E86677A65106	lemma/127162	L285984
L102522	L102522-136882C8-8B9D-4067-BB9E-B2EFF0A13535	lemma/126714	L285791
L102523	L102523-ED9E1741-ABC0-4DC2-BCF0-9AB1032172DF	lemma/127436	L285985
L102526	L102526-477688EA-F8A9-4FE2-941F-AF7BBC95F553	lemma/126665	L285750
L102527	L102527-1E223E2F-5287-429D-B583-C8385064FA45	lemma/127174	L285994
L102528	L102528-AF8AAD0B-A7CD-4BEB-9C17-9F3ADB593CEB	lemma/127182	L285996
L102529	L102529-C969DC95-DADF-467E-8F87-1EC5FE298ED4	lemma/127184	L1068565
L102530	L102530-85DA405A-1873-4B8C-B5BD-5D9FEC99777F	lemma/127189	L285998
L102531	L102531-B4C64EEA-2A3C-4D68-B617-362F0B5FE9BF	lemma/127193	L285999
L102533	L102533-0C00760E-0CF0-40F5-BF6D-BE8FED33D719	lemma/127203	L286004
L102536	L102536-59A0CB0C-FEE0-4E9E-BACD-927751B1A4CC	lemma/127211	L1068586
L102537	L102537-29D03161-1FA1-4B27-B9F6-4CBBB351E973	lemma/83790	L286017
L102539	L102539-8018C249-CA9A-4B82-8935-F0A3F962E84A	lemma/127246	L286021
L102540	L102540-E3A00338-62D0-4BA7-A550-B7FD43D39BCD	lemma/127393	L286022
L102542	L102542-06277476-D9F2-46C7-9BC7-11DB369D1E08	lemma/127514	L1068843
L102543	L102543-51ED28EB-C197-4813-8789-5911F7969A8C	lemma/127516	L286041
L102544	L102544-357C4D5B-71B4-42FF-9135-F802B1AB9EDF	lemma/127518	L1068844
L102545	L102545-42FD3C60-41EC-488C-8EC8-ABF3057195D7	lemma/127520	L286045
L102546	L102546-D5581005-7D81-4705-85DF-BFE62C1C4698	lemma/128011	L286046
L102547	L102547-A6A5C639-8637-448A-94A0-21FC4E9AAEF7	lemma/127524	L286047
L102549	L102549-44EEFB90-B227-4136-9BA3-0C6433DB8435	lemma/127528	L286050
L102550	L102550-C2EEEF11-A791-491C-B1CB-A6BCA6A121C8	lemma/127521	L286051
L102551	L102551-2DB4B3DF-5BD2-4071-A166-3AFDA50BC582	lemma/127530	L286053
L102552	L102552-918AFF3F-C688-44ED-8A85-DE02A1F20CA6	lemma/127533	L286054
L102553	L102553-F40E13ED-7013-45E3-9C9C-3B0515C0C406	lemma/127540	L286056
L102554	L102554-58F6E17D-0751-4AB6-B39E-41921A7847FE	lemma/127546	L286057
L102555	L102555-9AF54550-C800-4680-8CC3-BC242AF239D2	lemma/127543	L1068859
L102556	L102556-1CE36D63-CCE0-4D36-9EB3-75314B82BD44	lemma/127548	L286058
L102557	L102557-A3DE07F2-B289-4F1E-80AF-2691524ABAA2	lemma/127550	L286059
L102558	L102558-B780D8D0-2D3C-4314-A8B4-539E41A5655C	lemma/127553	L286061
L102559	L102559-F6BF27AF-2D06-423C-B7FD-23F9CA8D9AB1	lemma/127555	L286062
L102560	L102560-A3FA9FD4-817C-4E51-8142-B0DE1F5CA539	lemma/127557	L286063
L102561	L102561-775C0007-F6D1-48F7-84C3-46D2203D05BD	lemma/127558	L286064
L102562	L102562-D8B97C74-7311-4985-B8A3-D218BA744842	hypolemma/43849	L286065
L102563	L102563-7A001CBC-A89A-4D8F-8614-564FF2321501	lemma/127559	L286066
L102564	L102564-B68E3648-B890-40EF-8DC7-34187F03A156	lemma/127561	L1068868
L102566	L102566-0C0E63E6-8162-4EC0-8488-04F455748D0E	lemma/129449	L286067
L102567	L102567-A706367C-093E-44C4-93B7-C24CE3AA80FF	lemma/127562	L286068
L102568	L102568-E50148A9-D261-4DC8-A715-DD0670B3D86D	lemma/127563	L286071
L102569	L102569-E048528C-AB36-4C09-A168-5907EB20AA57	lemma/127565	L286072
L102570	L102570-6669166D-1750-47CD-8343-FA69EF761C68	lemma/127568	L286074
L102571	L102571-3A9236B7-BA66-4012-8E48-6A28F8FA302C	lemma/127570	L286075
L102572	L102572-F7968DC0-7236-4894-9FD8-98A382A775E7	lemma/127574	L286076
L102575	L102575-EA5EBA04-7D84-4CFE-B2F3-29221F07FF83	lemma/127620	L286099
L102576	L102576-EA5B7729-3CA6-46C8-9501-94E6FCE71286	lemma/127581	L286079
L102577	L102577-3D5E3731-2249-4E21-8210-3F5A29FD1E7B	lemma/127583	L286080
L102578	L102578-DD4285C0-8063-4B94-AD14-5A8C6BF7D757	lemma/127585	L286081
L102579	L102579-868A935B-50D0-478F-9214-9779C7386CFE	lemma/127587	L286082
L102580	L102580-4BA4DA3B-1BA4-46F4-9B25-6F5CD25F5102	lemma/127589	L286083
L102581	L102581-C74906E6-812B-41C8-AD20-815BA0BB74D4	lemma/127592	L286084
L102582	L102582-92666552-7899-4AE8-9BF2-358E26AB957D	lemma/127593	L1068888
L102583	L102583-85247898-D2DB-4710-8ECC-F9FA86AD7348	lemma/127595	L286089
L102584	L102584-D743C82B-E9C1-4F51-9DEE-52AC42129716	lemma/127598	L286090
L102586	L102586-1466B64E-8D1B-4F0D-8384-7F01AF28E8B2	lemma/138074	L286093
L102587	L102587-593DFC8D-EE13-468D-9D7E-8B532C033341	lemma/127607	L286094
L102589	L102589-00550B1E-C95D-4CED-A39A-B503162745EB	lemma/129157	L286095
L102591	L102591-4004FD39-672C-4301-B105-08E925BAEF08	lemma/127618	L286097
L102592	L102592-58ED5950-05CF-431C-8F35-D2F94BC1708D	lemma/127620	L286099
L102595	L102595-D56A48F1-7291-423F-BA85-EFF51D0DE954	lemma/127625	L286101
L102596	L102596-BD3A0522-D762-45EA-A299-AE60370028F4	lemma/127626	L286102
L102597	L102597-D2E90E4F-F581-460E-90EE-FE1E93B101A5	lemma/127627	L286103
L102598	L102598-2C5AAFFD-9B61-404A-8A16-6322C53907A4	lemma/127628	L286104
L102600	L102600-ED1B971E-1D4B-466D-B580-A199A23405C2	lemma/140001	L286106
L102601	L102601-26EDE051-B66E-4828-8DC2-8163FEE3EDCF	lemma/127630	L286108
L102602	L102602-5159A388-1333-4A86-B6B6-CE50690C2255	lemma/127629	L1068912
L102605	L102605-B71E4A65-815D-41F0-8FD0-FA247E267AFB	lemma/127644	L286114
L102606	L102606-4B598986-EB48-4DD9-909F-047095856C9E	lemma/127647	L1068936
L102607	L102607-7ADC2931-EC4E-424F-8AC2-E5FF013F4DCD	lemma/127649	L1068938
L102608	L102608-340FD911-0E07-45C5-BCFF-FE4B10D3D040	lemma/127651	L286115
L102609	L102609-B856A77F-F16D-4399-A5BC-FAAF081FE074	lemma/127652	L286116
L102610	L102610-BEFEE7A0-0967-4AB7-BB28-D5E4AB0C32E3	lemma/127656	L286117
L102611	L102611-554DFF4E-130E-4F2B-8A08-7BDA0DB450FA	lemma/127658	L286118
L102612	L102612-71DCBECB-3DB4-4B43-8043-016D88A596B9	lemma/127675	L286124
L102613	L102613-A30AD69B-FE43-4313-A86F-FBDF9F02C98D	lemma/127679	L286125
L102614	L102614-B6B6BE1C-F5DE-4D91-87DB-C3B9C90A7848	lemma/127681	L286126
L102615	L102615-7D9F5869-16FB-4F06-9750-9E71E6A5CA4A	lemma/127690	L286127
L102616	L102616-7EAAC41F-82F2-45BD-BB6C-6AFD58972C59	lemma/127693	L1068975
L102617	L102617-CB487F3D-0F3F-43B7-A679-01FE70EC7E91	lemma/127702	L286128
L102619	L102619-688C4F2E-F486-4CB4-83C3-C82BD01BD5DA	lemma/127708	L286134
L102621	L102621-E6FBC58F-E1E8-4AA4-968E-55022C4A737C	lemma/127716	L286135
L102622	L102622-1C8862AE-63DC-4ECF-A355-8FCFEBC961D3	lemma/127718	L286136
L102623	L102623-AF213DD5-4B2C-4229-A2EF-9F0A473F3A47	lemma/127720	L286137
L102624	L102624-E14DCC46-C7B8-4DA6-B788-ECE28587B600	lemma/127719	L286138
L102625	L102625-8763AB0C-3641-483D-A7BD-EABF0E408C75	lemma/132231	L286139
L102626	L102626-9FB0B96B-613F-4FA8-A4E4-352D40C7A82F	hypolemma/44019	L286140
L102627	L102627-F72BDAC8-35D3-4B5D-97F6-1E1CE8CB9A67	lemma/127723	L1068999
L102630	L102630-0601A245-E5C9-478A-8227-BDB57C693FA5	lemma/127731	L286145
L102633	L102633-77240F08-5BFE-4B1E-9F51-FF9DE3B6572A	lemma/127736	L286149
L102635	L102635-C359B64D-573A-49B0-B938-5477959A8ABF	lemma/127750	L286159
L102636	L102636-8BC65F60-B965-42C1-8EF6-F3F37FE4F8D7	lemma/127752	L286160
L102637	L102637-C717E9D0-7AEA-4995-A36D-37C238CD218D	lemma/127756	L286161
L102638	L102638-9C2530F4-F8DB-4764-A3E8-699AF497211D	lemma/127755	L286162
L102639	L102639-1CB91DF0-74FA-43E9-B17F-A737965A5650	lemma/127759	L286163
L102640	L102640-9B4625AB-09FB-45E9-95DF-805794AEF3B3	lemma/127760	L286164
L102641	L102641-F5BA15D7-3BB3-482C-8E6A-7632CAE25311	lemma/127762	L286165
L102643	L102643-46CAC197-4C3F-4423-AFFD-322B5CF3FBAB	lemma/127766	L286167
L102644	L102644-3232CABB-D68C-4AE9-91D8-6E66AED92B36	hypolemma/44041	L286168
L102645	L102645-1305EDB8-B9E2-41E2-AA48-E9CB7ACA7BA1	hypolemma/113200	L286169
L102646	L102646-60FD1139-C38F-49EA-914B-DADD5FE01CBD	lemma/127749	L286170
L102648	L102648-C0716872-5A26-425F-A744-BA7FE709409E	lemma/127767	L1069029
L102649	L102649-B3C742C5-E9D6-4840-A1C9-4B5419969F12	lemma/127769	L286171
L102650	L102650-706BE9BD-F680-43A4-874F-F3DA4BBF19F7	lemma/129432	L1070264
L102651	L102651-A399F3BA-9F07-4870-9C8E-0A5BC8BEAD60	hypolemma/44040	L286172
L102652	L102652-E237CB82-E7F9-4B11-97A2-AD2B835D7B65	lemma/127770	L286173
L102653	L102653-DCF28ED7-3024-4A33-95AA-0469FADD745B	lemma/127771	L286174
L102654	L102654-ABCF1C66-2800-4F9F-8FD7-D9C60B7C57A7	lemma/127773	L286175
L102655	L102655-12D9A8DF-E9A4-4199-979E-887C53F5DA88	lemma/127774	L286176
L102657	L102657-E299D95C-4700-4431-8286-7FFF087788D8	lemma/127776	L1069033
L102658	L102658-9DE770D8-D492-491A-95D0-8EE2E6487594	lemma/127777	L286177
L102659	L102659-021A2963-8D1D-46B4-838D-083A3FDA993B	lemma/127783	L286178
L102661	L102661-CDEDF3E0-1D6B-4222-A4EE-444ECFEA487D	lemma/127787	L286181
L102662	L102662-E12D8CCF-4521-4FD0-8DD1-B79BA6E2A996	hypolemma/44075	L286182
L102666	L102666-28CBE252-9000-4D4F-9A54-5F4B21397B7F	lemma/127793	L286188
L102670	L102670-4BE6E9D8-CB31-4F96-84C8-593C80E93C13	lemma/127798	L1069046
L102671	L102671-CF6E5BBA-2617-4428-ACFA-3B78C5591EB0	lemma/127799	L286192
L102672	L102672-EB4D4D04-3FC3-475C-BD88-9670C0BBCD2A	lemma/127801	L286193
L102674	L102674-331D12D7-F1DF-4768-85C5-6FD27010B225	lemma/127803	L1069048
L102675	L102675-54241204-F570-4E99-8D0A-E62EACAFA281	lemma/127804	L286195
L102677	L102677-407164DA-9A8B-4F19-A9CA-EE37784EEA7B	lemma/127807	L715
L102678	L102678-0D0ECA54-7D65-41D1-835A-2B7456797DAE	lemma/127814	L286200
L102679	L102679-17E48038-A364-4385-A792-1FD160D086DD	lemma/127815	L1069055
L102680	L102680-CCDF4C59-9451-45CB-AC9E-46E7F2FAA370	lemma/127819	L286202
L102681	L102681-FA00144F-FC13-4195-AE2C-81F3D6DB6686	lemma/127820	L286203
L102682	L102682-EABE6C4F-26B7-4E53-96AF-4193C41F4957	lemma/127821	L286204
L102683	L102683-1F1297D5-EBB1-4386-8A28-AF910A0786E4	lemma/127822	L25835
L102684	L102684-99C50424-B675-46A9-9371-FDC6BBCDCB0E	lemma/127823	L286206
L102685	L102685-0EDB84B1-34CE-41C5-A821-54B8A9F2B91D	lemma/127825	L286207
L102687	L102687-7DA08B91-3159-4C3C-A453-CFB7340579CA	lemma/127826	L1069060
L102688	L102688-D31BB9D6-D348-4C3E-8C0D-F2AC31679F2B	lemma/127831	L286209
L102689	L102689-796DB93F-3045-4C5A-9C8E-C87F4375A315	lemma/127833	L286210
L102690	L102690-B03DD088-CD5D-4C07-83CB-D50341EBD5A7	lemma/127834	L286211
L102693	L102693-9A4357EA-4842-4045-9444-B48B7B11B91D	lemma/127844	L286218
L102695	L102695-0CA94711-1971-48A9-BBA1-A358298BFBF8	lemma/127851	L286219
L102696	L102696-8E148746-DDB4-4425-AB57-E83D1D0B1F15	lemma/127852	L286220
L102697	L102697-254FA5E6-16AA-4984-AAFA-08A440BFAC98	lemma/129380	L1070227
L102699	L102699-5840AD14-CA93-464C-8A93-6BE611289860	lemma/129381	L286221
L102701	L102701-EA2DF5EB-841D-42A9-A58A-9C53310EE9A6	lemma/129385	L286223
L102702	L102702-07736D4F-183E-4D0E-87E2-50398861395C	lemma/129387	L286224
L102703	L102703-0AC196C7-0114-4DE5-ABDC-85E3794DFCB6	lemma/129388	L286225
L102704	L102704-6A7D7D9C-3A0B-4FE2-9F92-96522335777B	lemma/127856	L286227
L102705	L102705-DAD1CB25-7D78-4413-B235-7E31E01825DD	lemma/127857	L286228
L102706	L102706-4C172B5D-9A63-4B01-A908-615A936A6FB6	lemma/127860	L286229
L102707	L102707-6F40EC29-E91C-4215-B44D-8F3A9B77F296	lemma/127863	L1069094
L102709	L102709-BE68823C-738E-43DE-A7CD-717A8B92C2E8	lemma/127873	L286239
L102710	L102710-5CB081E6-90EA-4FA7-ACA7-D8C6ACD92A89	lemma/127875	L286240
L102711	L102711-63EC45D3-86BE-4673-BAB4-A41FB8A49887	lemma/127877	L286241
L102713	L102713-4537F2A8-96EA-4289-A6CE-974B4AEAFB01	lemma/127880	L286244
L102714	L102714-5A2FBDF6-DEAE-4680-B430-8187506BFE46	lemma/127884	L1069108
L102716	L102716-86598057-FB42-417F-9CFE-8B20CFE46F3D	lemma/127885	L1069109
L102717	L102717-37A0C50A-590A-4A3B-BBA7-8EA34EAB157A	lemma/127887	L286245
L102718	L102718-94B93CE5-B968-4644-BDD0-C3EF7D61CA17	lemma/127881	L286246
L102719	L102719-4D560A14-FDB1-4494-A72A-A5932865D086	lemma/127889	L286247
L102722	L102722-7C5079E5-8B2A-4389-A061-B8B0D5E44A3A	lemma/127897	L286253
L102723	L102723-0257375C-D7D6-4117-A6B2-637BB9A519B7	lemma/127899	L286254
L102724	L102724-8F22050A-21C5-4336-8C23-44DBF5CF6119	lemma/127901	L286255
L102725	L102725-BB9004BD-E9AF-42C5-8255-B30331727F2B	lemma/127907	L1069124
L102726	L102726-9A06E0C4-3ED0-4F8A-AF61-0540CC5C652B	lemma/142124	L286258
L102727	L102727-DE2A3C4C-0167-4167-856A-16174F593B00	lemma/127911	L286259
L102728	L102728-F137C6EB-C3D6-481F-ADEB-5122875AD45F	lemma/127912	L286260
L102729	L102729-FAED99DC-9110-4137-8F7C-8BA405205098	lemma/127914	L1069130
L102731	L102731-EA27D235-AD1F-49D1-9225-9F56A297C45B	lemma/127919	L286262
L102732	L102732-BCCF78C3-11A0-4D3E-ABDA-C599C0E5DC2E	lemma/127920	L286263
L102733	L102733-EE15D77D-44A4-487D-9787-644F901814ED	lemma/127921	L286264
L102734	L102734-8B2DB792-33BE-4DEB-A110-0582897A8639	lemma/127922	L286265
L102735	L102735-430811EE-6A29-43D8-ABD5-2E64139ADA63	lemma/127924	L286266
L102736	L102736-979EC1D7-85D2-4E30-AC0E-455D9D4FD795	lemma/127928	L1069141
L102737	L102737-EEF78C72-E5A8-4485-8D57-599973062E2A	lemma/127931	L286267
L102738	L102738-E10E77A3-8AC0-4F1B-BDB9-1EC5D487FDCE	lemma/127932	L286268
L102739	L102739-D7F86F52-FC03-44F0-9A42-E784839D239B	lemma/127934	L286269
L102740	L102740-8F7FDE1A-3C71-4415-B3CC-45817CDD302A	lemma/127935	L286273
L102741	L102741-74FBB773-E528-42EC-90A5-FF2A55350A64	lemma/128994	L286811
L102742	L102742-89305EC5-3EA6-4685-A92D-C0D7AC34B24D	lemma/127939	L286274
L102743	L102743-3B517420-921E-498F-93FF-F5ECE95B7879	lemma/127942	L286275
L102744	L102744-8505DD75-43CB-4F4A-8FDF-6AB716FF3102	lemma/127943	L286276
L102745	L102745-639321C0-AF67-4683-B703-EAFD80BA39CA	lemma/127881	L286246
L102746	L102746-76DB351E-BD4E-4A5D-8D3E-83F1BD471691	hypolemma/44168	L286277
L102747	L102747-79ABEE91-DCE5-4F8E-92B6-CDFE88DB0191	lemma/127948	L1069153
L102750	L102750-A5AEF5A9-5C07-4456-8A1D-3F7F43E6EEBE	lemma/127957	L1069159
L102751	L102751-BAED4D7D-FEA6-44A9-BBF3-0C598EDDA51C	lemma/127947	L1069152
L102753	L102753-22E83415-34C3-4807-BD95-5C6F18C939F3	lemma/127960	L286290
L102754	L102754-6204256D-14C1-4C19-8FA4-2819B5B9524E	hypolemma/44259	L286291
L102755	L102755-95A8E8FF-01B4-4D7D-8DBD-A4749F1A2D3D	lemma/127967	L286292
L102756	L102756-5347E9E3-F6A7-46D7-B754-871EAB03C33C	lemma/127968	L286293
L102757	L102757-C1510E0F-0D26-4F2A-A1F0-AC40DC0F12E7	lemma/127970	L1069168
L102758	L102758-6F45DFD9-5B02-4D61-8388-DCA17743D3B5	lemma/127971	L286294
L102760	L102760-ECC2184A-D236-4E00-B6DA-668CEEB5CA52	lemma/127975	L286297
L102761	L102761-F34A629E-5EA9-493F-93BD-596B58A65C4D	lemma/127976	L286299
L102762	L102762-6DCBE330-B384-43A6-9CF0-C26DB9CD4736	lemma/127979	L286300
L102763	L102763-44BBD9BF-4DC4-4F3C-85ED-B5E6F258887A	lemma/127980	L286301
L102764	L102764-E2E7EF35-5687-4B93-80AB-7CBFCBE556F9	hypolemma/44292	L286303
L102765	L102765-51CDD3DB-061E-4576-8DC2-4796C8F1FA09	lemma/127989	L1069179
L102766	L102766-6647B733-B613-4A20-BFE9-1B87F665E946	lemma/127990	L286306
L102767	L102767-F062C053-BE35-4EB5-8634-4E2F2DC21440	lemma/127993	L286307
L102770	L102770-D96A8F1B-1484-441E-B339-7E5200EA6C3E	lemma/127999	L286311
L102771	L102771-053F9FDA-0258-4325-B962-F7F60CAE06FD	lemma/128003	L286312
L102772	L102772-B98F0AFD-EFFF-494B-BC6E-36E555828981	lemma/128004	L286313
L102773	L102773-92EE21E8-A750-441A-8A2B-B8AA37318232	lemma/128005	L286314
L102774	L102774-E3BF2E07-3DCD-4E87-BBC9-869537A34C28	lemma/127805	L1069049
L102775	L102775-227C529A-2A2B-46B5-A829-AF3578759B49	lemma/127574	L286076
L102776	L102776-8DA4D993-6AF6-425D-9290-5E70A2454144	lemma/127620	L286099
L102777	L102777-A4265AC7-7D59-4EAC-9D33-9DD0AE8E3379	lemma/128015	L286317
L102778	L102778-DBCAB693-CE9F-485B-9844-3965722FE115	lemma/128034	L1069215
L102779	L102779-A8E74E79-A932-4BD5-ABB2-F9DCAA8E8D01	lemma/128044	L286324
L102780	L102780-CE91647B-D478-4982-B623-604578FF9B45	lemma/128045	L286325
L102781	L102781-9E353713-43F1-4A2A-A906-DAC5A99FFA5A	lemma/128049	L1069229
L102782	L102782-40BFB31B-517C-46DA-8856-6FA45A7417E8	lemma/128055	L286328
L102787	L102787-74003A53-456C-4604-9E3A-45B5048A44F1	lemma/128068	L286331
L102788	L102788-3164DD3A-3528-4E18-A62F-6B0719914839	lemma/128069	L286332
L102789	L102789-81EB71E7-4591-416C-8C25-D68BFBF531D3	lemma/128070	L1069251
L102790	L102790-AC968379-6168-4FDE-AB66-ECEEC1F67C48	lemma/128074	L1069254
L102791	L102791-C2AF28FA-0EEF-403C-A326-B233606F3B3F	lemma/128075	L1069255
L102792	L102792-CD16A8A8-FD88-4E10-A7D7-8FE256259DCC	lemma/129411	L286334
L102793	L102793-3DC800BF-869D-4885-B772-0C2A287FE157	lemma/129434	L286335
L102795	L102795-501D9F1C-A99E-40E5-BE29-D41B354CA9DF	lemma/129412	L286336
L102796	L102796-1AD2D593-4417-46F1-8F32-E1598E40A4CA	lemma/128067	L1069249
L102798	L102798-86C7CCA3-D74E-4945-AD16-52A66F32EE30	lemma/128077	L286337
L102799	L102799-7091CB1C-EE8A-4CCA-947D-C0AE1FD7FD89	lemma/128082	L286338
L102800	L102800-2D86FDCD-3400-4587-828D-9C3087A6110D	lemma/128095	L286341
L102801	L102801-60B20F04-E1B4-4014-A1E3-C1EE1D68D44E	lemma/128098	L286343
L102802	L102802-0D610E93-08BA-4592-A4DA-F234DB36B3C0	lemma/128099	L286344
L102803	L102803-69FD6FF8-98D5-4CBD-80F3-AFEDF9452FA3	lemma/128112	L1069287
L102804	L102804-6CC70974-94B6-469C-B4E6-AF91ACEC750D	lemma/128116	L286350
L102805	L102805-46D58041-960A-471B-94AB-55CB8A58587B	lemma/128137	L1069307
L102807	L102807-54F9FC0E-1FE4-4DBD-92D3-C62AE15709A9	lemma/128166	L286363
L102808	L102808-00D6D4C1-D2D1-4278-B89F-4F2E8272BE3C	lemma/129395	L286364
L102811	L102811-CE860943-9B32-4942-AF7F-28A1FF914569	lemma/129263	L286928
L102812	L102812-DBD61504-A871-4F60-9E99-F96B25200730	lemma/128200	L1069368
L102813	L102813-C672F089-422E-4DA4-B3C7-82A1B8961E2E	lemma/128202	L286382
L102814	L102814-CD683A5F-AB02-4FD0-BA5E-78EC28FA275C	lemma/128216	L286386
L102816	L102816-660CCB13-2102-4E7C-857A-8A8613F5684E	lemma/128198	L1069367
L102817	L102817-A4A661A2-2EC3-448E-AEC1-7371EC3647A7	lemma/128229	L286390
L102819	L102819-E4545657-A7D4-43CE-A60F-5290A0841E7F	lemma/128232	L286398
L102820	L102820-32B5B512-FE02-4489-A135-55F8546A1927	lemma/128236	L286399
L102821	L102821-23F2B723-0874-44D0-98D0-33EBAA5CDBE9	lemma/128237	L286400
L102822	L102822-D70516F3-023F-4B04-A3B4-E58F162D27FB	lemma/128240	L1069399
L102823	L102823-99C43DBD-FB12-453C-A31B-F0AA3CB0FC36	lemma/128248	L286401
L102824	L102824-EB8227A1-7242-471F-A5F5-ACEA119C0EF2	lemma/128249	L286402
L102825	L102825-ED47DB67-E621-40BE-BE0F-75C382FA5E6F	lemma/128252	L286403
L102827	L102827-29C923FA-2431-4D91-8759-CF1EAE89CBD4	lemma/128257	L286409
L102828	L102828-80D30342-85B9-4182-9D70-B34B22A93EDF	hypolemma/44516	L286411
