testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	token_zbk	testuingurua-ezker	testu-hitza	eskuin-testuingurua
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	494	... Non cera , Cinthia , illargui aldagarria ?	Oi	eta albanegui oñazpicotzat ezarri aren oñazpietan ! Non ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	510	... zabiltza oraingoan bederic ezaguera bagueco eguzqui itsua ?	Oi	eta zeure argui-errañuetatic epaqui albaneguio gueure Ama mindun ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	577	... da gurutzean dagoan gorputz itsusi beztu hura ?	Oi	eta hori orrela baldin bada , cein ur ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	910	... dan amodioa , ambat aunditzen , edo chiquitzen	oi	da dolorea : bada contu onetara fiñ eta ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	934	... baguecoa izandu dan Virgiñaren amodioa . Gurasoac nai	oi	die beren semeai biotzetic : ta semeac doaiñ ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	945	... : ta semeac doaiñ andicoac diranean , nai	oi	die gueiago : eder , galantac diranean , ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#11	1564	... , ta osasunaz bacebillen ere , negarrac eguiñ	oi	cituen erremediaquizun etziranac , esaten ceuala maiz , ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2035	... , padeci-cituala Amac biotzean : ta artaraco ecarri	oi	deue Simeonec esan cigona ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	2401	... ere zeure ain biotzecoa dezun esposea consolatzen ?	Oi	eta miñaren portitza ! berariaz ezcutatu zaca , ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2476	... , ta miñez daudenac , negar eguiteaz arintzen	oi	deue beren biotzetaco pisu itogarria : baña Virgiñari ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2525	... damu , atsecabe , miñ gucien ibayac :	oi	eta au miñez betericaco itsaso neurri baguea ! ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2918	... ) , emacumea , orra zeure semea .	Oi	eta amaren errayac , alaco eranzuera aditu ceueenac ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3445	... , utzitzen deueela bacarric bere etsaien artean .	Oi	eta ceiñ itsusqui dirudien , beárrenac , ta ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3814	... , mundu guciac urratu ceguiela soñecoa , ceña	oi	zan orduan damuric aundienaren señalea , janci citezela ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4217	... maiz , ceiñ itsusqui cein gauza chiquiacgatic ?	oi	eta non da gueure lotsea ? ô gueu ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4335	... seme alaba izatea ; baña ala ere nai	oi	dezu dei zaguitzaten pecatarien ama . Gaizqui bicitu ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#7	404	... ara nola . Batayatu artean guizon gucioc ez	oi	guera , San Pabloc argui ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1384	... ez du neurriric ezagutzen . Amodio onen neurria	oi	da biotz osoa ez biotz puśca , ez ...
oi	oi	oi	https://monumenta.wikibase.cloud/wiki/Lexeme:L59136	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1562	... beste gauza ascoren artean adierazotzen digute Jaungoicoarequico izan	oi	dan amodio bicia eta gartua , ceñaren chingarrac ...
oiñ	oin	oin	https://monumenta.wikibase.cloud/wiki/Lexeme:L59357	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2779	... joan ta assi citzacala bere , odola cerioten	oiñ	santuac , muñeguiten , eta esan cigola , ...
ojuca	ojuka	oju	https://monumenta.wikibase.cloud/wiki/Lexeme:L59631	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4251	... : jarrai daguiogun Christori , Dauidec bezala ,	ojuca	, ta negarca ; artu daguiogun gueren biotzetan ...
omen	omen	omen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60115	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	896	... Virgiñaren doloreac . Dolore baten neurria ta sustraya	omen	da amodioa : cembat eta aunditzen , edo ...
omen	omen	omen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60115	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1748	... bacarric izan cindecen Jainco . San Pedro-c ez	omen	ciequien , zer cerauzquien Tabor-eco mendian . “ ...
ona	ona	ona	https://monumenta.wikibase.cloud/wiki/Lexeme:L60158	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1495	... nolacoa dagoan zeuen criatzallea : aita eternoa ,	ona	emen zeure semea illic , edo alde aldean ...
ona	ona	ona	https://monumenta.wikibase.cloud/wiki/Lexeme:L60158	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2938	... deadarrez dio emen San Chrisostomoc , ô Jesus	ona	, ezteu beste icenic , ez beste icengoitiric ...
ona	ona	ona	https://monumenta.wikibase.cloud/wiki/Lexeme:L60158	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4378	... , gueuri laguntzeco , eta semearequico gueure bitarteco	ona	izateco . Barcaciozca nagoca , emen dauden gucien ...
ona	ona	ona	https://monumenta.wikibase.cloud/wiki/Lexeme:L60158	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#12	901	... eta esia , esan cion : To ;	ona	noraño elduco aizan , aurrera igaro gabetanic ; ...
ona	ona	ona	https://monumenta.wikibase.cloud/wiki/Lexeme:L60158	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1790	... , gozoago , eta amorezco itzcundean andiagoac .	Ona	noraño eldu zan San Agustiñ-en santutasuna , caridadearen ...
ona	ona	ona	https://monumenta.wikibase.cloud/wiki/Lexeme:L60158	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1840	... . Orra bada nola , Agustin-en arguia dan	ona	, eta andia ; baña orra nola , ...
onac	onak	honaka	https://monumenta.wikibase.cloud/wiki/Lexeme:L60166	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	749	... graciaren escari au . Ainguerua etorri citzacanean berri	onac	ematera , esan cigon ...
onac	onak	honaka	https://monumenta.wikibase.cloud/wiki/Lexeme:L60166	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4156	... amaren doloreac ? ez arren , neure christau	onac	, ez Christoren odolagatic , ez Ama Virgiñaren ...
onda	onda	onda	https://monumenta.wikibase.cloud/wiki/Lexeme:L60229	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2856	... beste gauzaric : eta nai eztezunean , Juduac	onda	daguitzan , cergatic ceraden usó beazunic baguecoa , ...
ondarrean	ondarrean	hondar	https://monumenta.wikibase.cloud/wiki/Lexeme:L60287	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#12	893	... ere . Beste ichaso orri paratu cionean Jaincoac	ondarrean	bere marra eta esia , esan cion : ...
ondatu	ondatu	hondatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L60353	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3398	... eguia . Non dabiltza bada , edo non	ondatu	dira ? nola eztaude Virgiñarequin gurutzearen ondoan ? ...
ondatuco	ondatuko	hondatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L60353	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#12	885	... badaramate , ez dira galduco , ez eta	ondatuco	ere . Beste ichaso orri paratu cionean Jaincoac ...
ondaturic	ondaturik	hondatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L60353	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4037	... , ta guezurra baliz bezala , pecatu eriozcoan	ondaturic	zaute : ez lengoacgatic negar , bai berriro ...
ondatzen	ondatzen	hondatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L60357	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	174	... ceruraño , gueuntzan leicetic , jaisten , ta	ondatzen	ceuala bere burua , il ta lurperatu zanean ...
ondo	ondo	ondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	298	... icenic gaurco euangelioan . Berriz ez bide dira	ondo	elcar aditzen Virgiñaren icena , ta Virgiñaren doloreac ...
ondo	ondo	ondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	675	... gucien asiera , ta jaiotza , ta eztirudi	ondo	, nic aren miñac aunditzea . Igoco ote ...
ondo	ondo	ondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	829	... berriac ematen ciran , egun batean , etzetorren	ondo	, bere icenean Virgiñari gogoratzea bere doloreen itsaso ...
ondo	ondo	ondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1902	... batera ? eztira ausaz munduan biotz pecatariac ,	ondo	mereci zaituztenac ? Oñace itsu garratzac , larga-eguiozue ...
ondo	ondo	ondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2992	... Andre hori da zeure ama , aiñ	ondo	aci cinduena , ain gozo bere bularrez bazcatu ...
ondo	ondo	ondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3801	... cer eguin ceuan , guezur artatic bere burua	ondo	ateratzeagatic ? Bein danic bein aguindu ceuan , ...
ondo	ondo	ondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4062	... Christo gure Jauna illic icustea : badiozue ,	ondo	dagocala , il dedilla , naibadeu , ala ...
ondo	ondo	ondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4319	... amodioac gácartzi zeure óñetara : besteac artzen dituzu	ondo	, ez algaituzu geu botaco zeugandic . Eztegu ...
ondo	ondo	ondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60395	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#3	286	... Orra bada nere sermoigaya .	Ondo	mea eta segalla ; ceñaren , bear dan ...
ondoan	ondoan	hondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60396	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	76	... Esatendigu , Virgiña guciz santea dagoala zutic gurutzearen	ondoan	 ...
ondoan	ondoan	hondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60396	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	189	... . Artaraco bada nere iritzian dago Virgiña gurutzearen	ondoan	zutic , balanza au escuetan deuala ; icusi ...
ondoan	ondoan	hondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60396	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	227	... Gaur bada hitzeguin beardegu , Calvarioan ta gurutzearen	ondoan	bagueunde bezala , balanza au bere escutic quentzen ...
ondoan	ondoan	hondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60396	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1266	... , pecatuaren cutsuric ere etzeuana . Bacecusan gurutzearen	ondoan	, gazteric ederren arc bicia justiciac aguindu ta ...
ondoan	ondoan	hondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60396	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3366	... compontzen deueenac . Badacust gaurco euangelioan Virgiña gurutzearen	ondoan	, baña eztacust beste lagunic , ezpada San ...
ondoan	ondoan	hondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60396	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3404	... non ondatu dira ? nola eztaude Virgiñarequin gurutzearen	ondoan	? eta besteac lagun eguingo ezpacigoen ere , ...
ondoan	ondoan	hondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60396	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3633	... . Eleiza ama santeac , dacusela Virgiña gurutzearen	ondoan	, itantzen deu ...
ondoan	ondoan	hondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60396	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4369	... . ala gaizqui . Baña etzaude alperric gurutzearen	ondoan	, zutic zaude , gueuri laguntzeco , eta ...
ondoren	ondoren	ondoren	https://monumenta.wikibase.cloud/wiki/Lexeme:L60450	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3900	... . Eta oen gucien	ondoren	cer icusi ta suertatu zan ? Escritura santeac ...
ondoren	ondoren	ondoren	https://monumenta.wikibase.cloud/wiki/Lexeme:L60450	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#9	704	... Eta onen	ondoren	eguin zuan Jaincoac lembicico arguia , illuntasun guztiac ...
ondorengoen	ondorengoen	ondorengo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60452	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4226	... non da gueure lotsea ? ô gueu Adanen	ondorengoen	artean esquer gaistoco humeac ! gueure escuan dago ...
ondratzen	ondratzen	ondra	https://monumenta.wikibase.cloud/wiki/Lexeme:L60484	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#2	13	... asco degu gaurco Evangelioan . Cristo gure Jaunac	ondratzen	ditu Eleizaco Doctore Santuac arguiaren izen ederrarequin ; ...
ondò	ondo	ondo	https://monumenta.wikibase.cloud/wiki/Lexeme:L60395	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	271	... motél au , ta onén lagún irúrazayac .	Ondò	balegóquit , nic astin dúco núque , nic ...
onec	onek	hona	https://monumenta.wikibase.cloud/wiki/Lexeme:L60159	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	59	... ceuala bere vicitza balanzaren echean . Vstecabea dirudi	onec	; baña da gauza bat egungo euanjelioac dionari ...
onec	onek	hona	https://monumenta.wikibase.cloud/wiki/Lexeme:L60159	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2699	... Consueloric ez arquitze	onec	, beste guciac baño gueiago , nere iritzian ...
onec	onek	hona	https://monumenta.wikibase.cloud/wiki/Lexeme:L60159	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1356	... beguiratu bear : urruti chit eramango ginduque gauza	onec	; itzeguingo degu aren Jangoicoarequico caridadeaz eta amodioaz ...
oneco	oneko	hona	https://monumenta.wikibase.cloud/wiki/Lexeme:L60159	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	822	... ta ain zori	oneco	berriac ematen ciran , egun batean , etzetorren ...
onecoac	onekoak	hona	https://monumenta.wikibase.cloud/wiki/Lexeme:L60159	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1133	... , aberats , eder , sendo , osasun	onecoac	izatea ; cerren semea ezta jaiotzen nai deuan ...
oneguiñac	oneginak	onegi	https://monumenta.wikibase.cloud/wiki/Lexeme:L60522	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1427	... aiñ ederrac ? pagu au mereci ceuen zeure	oneguiñac	? itsustasun au aingueruen edertasunac ? eta il ...
onela	onela	honela	https://monumenta.wikibase.cloud/wiki/Lexeme:L60529	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1397	... biotzez , ta bien arteco hizcunderen batean ,	onela	hitzeguin ceguiquion . Ay nere seme gozo , ...
onela	onela	honela	https://monumenta.wikibase.cloud/wiki/Lexeme:L60529	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1836	... urtu gorian irabiatzen baleue bezalaco doloreac : ta	onela	beste gañeraco guztiac . Baña ala ere ezteue ...
onela	onela	honela	https://monumenta.wikibase.cloud/wiki/Lexeme:L60529	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2594	... . Eguizue , emacumeac , beste emacume bat	onela	icusteaz ; bai aldaquizue , zeuen gucien honragarria ...
onela	onela	honela	https://monumenta.wikibase.cloud/wiki/Lexeme:L60529	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2605	... honragarria dala . Negar eguizue , amac ,	onela	icusteaz amaric onena . Eguizue , alargunac , ...
onelaco	onelako	honelako	https://monumenta.wikibase.cloud/wiki/Lexeme:L60530	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1038	... . Nolaco amodioa beraz izango cion bere amac	onelaco	seme bati ? Virgiñac berac badio , ecen ...
onelaco	onelako	honelako	https://monumenta.wikibase.cloud/wiki/Lexeme:L60530	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1415	... bicia ! nola ifiñi zaituzten Adanen humeac !	onelaco	acabera bear ceuen asiera aiñ ederrac ? pagu ...
onelaco	onelako	honelako	https://monumenta.wikibase.cloud/wiki/Lexeme:L60530	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3279	... , Virgiñaren doloreaz oroitzen diranac ? Araco ,	onelaco	egunetan ere , Eleizara datoztenac , ez Virgiñari ...
onelaco	onelako	honelako	https://monumenta.wikibase.cloud/wiki/Lexeme:L60530	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3520	... indarrez , suz , arguiz beteac daudela ,	onelaco	anayac utseguitea , escuelara bague , echean , ...
onelá	onela	honela	https://monumenta.wikibase.cloud/wiki/Lexeme:L60529	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	363	... horí sinistérazo nai izándu digu . Uztâc árren	onelá	nagoquián . Len amáquia eguindigúc guré hizcúntza , ...
onen	onen	honen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60536	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3146	... Jaungoico baten semearen orde , mirabe bat mundu	onen	jabearen orde , guizon uts bat Jaungoico eguiazco ...
onen	onen	honen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60536	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#7	489	... oso nola dan San Agustiñ , lembizico mundu	onen	arguia becelacoa ...
onen	onen	honen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60536	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#8	615	... alaśe izango da argui utsa , eta mundu	onen	lendabicico arguia becela ...
onen	onen	honen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60536	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#9	703	... Eta	onen	ondoren eguin zuan Jaincoac lembicico arguia , illuntasun ...
onen	onen	honen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60536	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1382	... amatzen , ez du neurriric ezagutzen . Amodio	onen	neurria oi da biotz osoa ez biotz puśca ...
onena	onena	honen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60536	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#11	1595	... negarrac beraz eguingo cituen amaric onenac , semeric	onena	cecusala , ez sendó , ta osasunaz , ...
onena	onena	honen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60536	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#11	1696	... Jaungoico biciaren altarea , ceñean ofrecitu zan holocaustoric	onena	, ta santuena . Icusi ceuan gurutzean , ...
onena	onena	honen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60536	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2608	... Negar eguizue , amac , onela icusteaz amaric	onena	. Eguizue , alargunac , munduan izandu dan ...
onena	onena	honen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60536	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3758	... Dauidec , ta Israel guciac emango digu pruebaric	onena	. Quendu cigon bicia Joab capitanac modu gaistoz ...
onenac	onenak	honen	https://monumenta.wikibase.cloud/wiki/Lexeme:L60536	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#11	1593	... ) . Cer negarrac beraz eguingo cituen amaric	onenac	, semeric onena cecusala , ez sendó , ...
onetan	onetan	honetan	https://monumenta.wikibase.cloud/wiki/Lexeme:L60621	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	20	... Ceruco amabi signoetatic iraillean , gauden ill	onetan	oi degu Libra , edo balanza deritzan izar ...
onetan	onetan	honetan	https://monumenta.wikibase.cloud/wiki/Lexeme:L60621	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1951	... diazela beste lecutara zeure doloreac : badira eleiz	onetan	arria baño gogorragoco biotzac . Betoz nigana , ...
onetan	onetan	honetan	https://monumenta.wikibase.cloud/wiki/Lexeme:L60621	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3335	... ? Eztaquit nic : eztaquiola nai Jaincoari Eleiz	onetan	alacoric izatea ...
onetan	onetan	honetan	https://monumenta.wikibase.cloud/wiki/Lexeme:L60621	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3469	... ain bacar . Ez alda Azcoitico Escuela santa	onetan	orrelacoric icusico : ezta emen izango ez Christo ...
